# Roll (rad)	Pitch (rad)	Heading (rad)	Latitude (rad)	Longitude (rad)	Altitude (m)	Heave (m)
0.0339612156410529	0.00883819169311412	0.542894494816856	0.796065875670609	-2.1403748987725	-20.2949270729728	0.00598534569144249
0.0341573874676337	0.00881997243019416	0.543165452805561	0.796065879367074	-2.14037489731038	-20.2946379682059	0.00623383186757565
0.0343494055214968	0.00874314741811213	0.54324482811853	0.796065883065299	-2.14037489584651	-20.294362064807	0.0064700385555625
0.034443872160599	0.00873164438114225	0.54354855439305	0.796065886763898	-2.14037489436841	-20.294077963873	0.006711152382195
0.0344859711333923	0.00862803165880868	0.543650320375247	0.796065890464335	-2.14037489288884	-20.2937951440197	0.00695149088278413
0.0346531133465142	0.00861596771773947	0.543949268108051	0.796065894179518	-2.14037489141736	-20.2935161187426	0.00718411523848772
0.0347910706347823	0.00852829985120183	0.544034247919173	0.796065897897011	-2.14037488994469	-20.2932461793226	0.00740927131846547
0.0348488294044176	0.00851096524783135	0.544354284894312	0.796065901615721	-2.14037488845422	-20.2929806433854	0.0076270867139101
0.0348269332543089	0.00841930048681507	0.544501971498602	0.796065905335158	-2.14037488696125	-20.292723829871	0.00783613510429859
0.0349426249239203	0.00840655474600695	0.54480824325011	0.796065909063817	-2.14037488547573	-20.2924745283858	0.00803505629301071
0.035003184632699	0.00832948739618676	0.544913706028102	0.796065912790156	-2.14037488398656	-20.2922374013799	0.00822241697460413
0.0350144609035429	0.00830128090702657	0.545242309347951	0.796065916520121	-2.14037488248066	-20.291999829449	0.00840787217020988
0.0349338276007521	0.00821199475689895	0.545421810891971	0.796065920249311	-2.14037488097623	-20.2917632088969	0.00859260745346546
0.0350011518803423	0.00818117328811877	0.545721915782279	0.796065923991995	-2.1403748794749	-20.2915280963669	0.00877335388213396
0.0350245290996223	0.00810974961303306	0.545885537650671	0.796065927731988	-2.14037487796857	-20.2913047790184	0.00894265435636044
0.0349191207732032	0.00805666267495465	0.546183592308664	0.796065931474263	-2.14037487643967	-20.2910908080809	0.00910156220197678
0.0347860251230674	0.00796629438797157	0.546422994475914	0.796065935219579	-2.14037487491191	-20.2908764558848	0.00925896316766739
0.0348243254787366	0.00791094476797184	0.546721564974312	0.796065938974014	-2.14037487339597	-20.2906801002786	0.00939774606376886
0.0347963885599672	0.00783145353860912	0.546896921917916	0.796065942726895	-2.14037487187108	-20.2905008719356	0.00951944477856159
0.0346585306408007	0.00779498772057364	0.547262233977021	0.796065946478607	-2.14037487032471	-20.2903263115771	0.00963503867387772
0.034457432506664	0.00769731918734371	0.547480508593435	0.796065950234531	-2.14037486878173	-20.2901588658992	0.00974411610513926
0.0344865088959852	0.00766552518813343	0.547821523020225	0.796065954002485	-2.14037486725311	-20.2900037346212	0.00983754079788923
0.0344659243283266	0.0075724012582517	0.547978106224938	0.79606595776952	-2.14037486571384	-20.2898617721184	0.00992006901651621
0.0342062019030581	0.00755958027186579	0.5483324738558	0.796065961532889	-2.14037486416802	-20.2897547998167	0.00999460835009813
0.0339696858192344	0.00749205817275293	0.548654678645111	0.796065965303245	-2.14037486262596	-20.2896471292401	0.0100668547675014
0.0339459642647586	0.0073985531938739	0.54894871131217	0.796065969078796	-2.14037486110349	-20.2895794508294	0.0100973816588521
0.0338548077840428	0.00734797745169791	0.549172991944421	0.796065972855247	-2.14037485956617	-20.2895301837006	0.0101116262376308
0.0335797450614295	0.00728969210897896	0.549498058556205	0.796065976624777	-2.14037485800536	-20.2895012608657	0.0101041793823242
0.03326299447229	0.00726399174254441	0.549836437092458	0.796065980406117	-2.14037485644127	-20.2894820038757	0.0100890416651964
0.0331552445130342	0.00719566645520725	0.550172819444257	0.796065984194691	-2.14037485490255	-20.2894900953018	0.0100426133722067
0.0330651369720142	0.00714780097116093	0.550401852405051	0.7960659879872	-2.14037485335383	-20.289528553489	0.00996975880116224
0.0327278548558371	0.00706404725686631	0.55073439657141	0.796065991775588	-2.14037485177752	-20.2895860343444	0.00987651757895947
0.0323694217384326	0.00705840788574452	0.551177096075845	0.79606599557711	-2.14037485019883	-20.2896450722996	0.00978291314095259
0.0322285637495057	0.00695920729976053	0.551477414032846	0.796065999386562	-2.14037484864861	-20.2897367862077	0.00965515151619911
0.0321088970846577	0.00693767826309264	0.551818019233899	0.796066003201083	-2.14037484709303	-20.2898618919058	0.00949631445109844
0.0317677057674629	0.00688361385557787	0.552100887557508	0.796066007006832	-2.14037484551061	-20.2900037916762	0.00932236295193434
0.0313452182832102	0.00687761257255672	0.552553764861211	0.796066010822219	-2.14037484392136	-20.2901512425425	0.00914223119616508
0.0311397047701781	0.00682809242818189	0.552902511834264	0.796066014650017	-2.14037484236045	-20.2903167495855	0.00894459243863821
0.0310503761778371	0.00680234243799958	0.553271713697225	0.796066018482342	-2.14037484080426	-20.2905181828907	0.00871189683675766
0.0306826559216401	0.00674976402282319	0.553539562948217	0.796066022310589	-2.14037483921896	-20.2907382230992	0.00846358109265566
0.030249611808138	0.00676846540855361	0.554041133798119	0.796066026150761	-2.14037483762013	-20.2909518495197	0.00822161138057709
0.0299583206571701	0.00674327196101536	0.554398141421188	0.79606603000435	-2.14037483604327	-20.2911740639965	0.00797230564057827
0.0298363949913607	0.00673177052188058	0.554831969671987	0.79606603386328	-2.14037483447985	-20.2914172926317	0.0077020307071507
0.0295329194659162	0.00669088336430962	0.555106148395393	0.796066037718357	-2.14037483290022	-20.2916844175944	0.00741184782236814
0.0291118728016762	0.00672289591868816	0.555633342371736	0.796066041579968	-2.14037483129923	-20.2919347798718	0.0071384753100574
0.0288067697249635	0.00670467198976937	0.556016136650508	0.796066045448141	-2.14037482971671	-20.2922090092772	0.00684158876538277
0.0286470919558105	0.00670190200566619	0.556430243000081	0.796066049324028	-2.14037482814766	-20.2925018881987	0.00652775727212429
0.0283572367442527	0.00670709004400552	0.556783955519844	0.796066053200471	-2.1403748265648	-20.2928082555814	0.00620368774980307
0.0279734016710891	0.00673867090908949	0.557257350541504	0.796066057081045	-2.14037482496752	-20.2931149898679	0.00587978446856141
0.0276687304097123	0.00677680991797229	0.557694795672381	0.7960660609721	-2.14037482338111	-20.2934256491934	0.00555357523262501
0.027526612278843	0.00678278333753944	0.558134332324497	0.796066064875254	-2.14037482180976	-20.2937317323885	0.00523240445181727
0.0273309305167363	0.00684598714587302	0.558569505084775	0.796066068784563	-2.14037482023326	-20.2940480541339	0.00490456260740757
0.0270404398499563	0.0068540961786979	0.559003785873292	0.79606607269305	-2.14037481864568	-20.2943508312641	0.00459046475589275
0.026770309359368	0.00694052050361608	0.55947078529765	0.796066076612909	-2.14037481705902	-20.2946579706621	0.00427507236599922
0.0266401851823392	0.006960812185393	0.559930861420061	0.796066080536529	-2.14037481548501	-20.2949744158576	0.00394933205097914
0.0264246656370985	0.00704841447139308	0.560371086746421	0.796066084467557	-2.14037481390732	-20.295296351271	0.00362224318087101
0.026203024321638	0.0070948217326802	0.560879865369852	0.796066088402599	-2.14037481232694	-20.2955931120549	0.00332037452608347
0.0260418729835718	0.00719451005377366	0.561327861949708	0.796066092344169	-2.14037481075324	-20.2959039963198	0.00300668366253376
0.0259108591653896	0.00727894077687181	0.561764951032702	0.79606609629099	-2.1403748091791	-20.2961992969003	0.00271002552472055
0.0257072027458217	0.00737654861493215	0.562233416109987	0.796066100242224	-2.14037480760129	-20.2964950178835	0.00241380650550127
0.0255324434539898	0.00748362915200547	0.562758023735277	0.796066104208563	-2.14037480602433	-20.296754451273	0.00215630070306361
0.0254677958628913	0.00758342700473554	0.563249313742112	0.796066108180197	-2.1403748044632	-20.2970121283408	0.001899718423374
0.0254043026741279	0.00767954040209496	0.563657694236881	0.796066112152599	-2.14037480289779	-20.2972782422517	0.00163823389448225
0.025235864452831	0.0078047623463959	0.564165160233715	0.796066116129679	-2.14037480132341	-20.2975362328984	0.00138522149063647
0.0251570336349226	0.00796092008156747	0.564805900872281	0.796066120118797	-2.14037479976212	-20.2977700610471	0.00115725235082209
0.0252078120365712	0.00804123253566372	0.565200052402091	0.796066124113297	-2.14037479822086	-20.2980094996424	0.000924847321584821
0.0252369514451609	0.00818358297945268	0.565712467397752	0.79606612811003	-2.14037479666596	-20.298240590935	0.000702673336490989
0.0250828693583046	0.00834422256103896	0.566241134420331	0.796066132104009	-2.14037479509618	-20.298480927485	0.00047254198580049
0.0249960134481966	0.00850685446829034	0.566865982393279	0.796066136112931	-2.14037479353831	-20.2987053122365	0.000258670683251694
0.0251301628328277	0.00865316898331425	0.56737041249208	0.796066140133659	-2.14037479201083	-20.2989166437344	5.84417684876826e-05
0.0252587440877285	0.00880654089071785	0.567817090877121	0.796066144152414	-2.14037479047628	-20.2991303527887	-0.000141932789119892
0.0251283772987033	0.00896293812824802	0.568339168810599	0.796066148172211	-2.14037478891311	-20.2993422131823	-0.000339353602612391
0.0250868307248687	0.00918831124211714	0.569155384924366	0.796066152207235	-2.14037478735705	-20.2995424837003	-0.000525329203810543
0.0251861241598879	0.00931929923818224	0.569592200549088	0.796066156246513	-2.14037478585721	-20.2997214324681	-0.000717497197911143
0.0253897288481728	0.0094919772981436	0.570125209429117	0.79606616029263	-2.14037478435707	-20.2998946076231	-0.000903215317521244
0.0253924829616709	0.00968308124283156	0.570698895866467	0.796066164334829	-2.14037478283722	-20.3000811970473	-0.00110132724512368
0.0253611426016472	0.00987444790398111	0.571409088326127	0.796066168386538	-2.14037478131652	-20.3002620255383	-0.00129333522636443
0.0255257865957179	0.0100610851976516	0.572028106853696	0.796066172448381	-2.14037477982513	-20.3004450705442	-0.00148722680751234
0.0257568823033715	0.0102087354465426	0.572566827082656	0.796066176510284	-2.14037477834026	-20.3006438503427	-0.00169541349168867
0.0257713237316042	0.0103953398757306	0.57316853581186	0.796066180573127	-2.14037477683085	-20.3008427425187	-0.00190149457193911
0.0257628474766485	0.0106110592131972	0.573984078015379	0.796066184645281	-2.14037477532005	-20.3010380408383	-0.00210404233075678
0.0259110717655299	0.0107506945684871	0.574578016178499	0.796066188721593	-2.14037477383686	-20.3012395071041	-0.00231227255426347
0.0261389949749029	0.0109253962200638	0.575210504639011	0.796066192803408	-2.14037477236164	-20.3014537386101	-0.00253110192716122
0.0262251793396105	0.0111260525067727	0.57587701702119	0.796066196880735	-2.14037477087466	-20.3016861546692	-0.00276648509316146
0.026235895476831	0.0112960344090034	0.576574327220923	0.796066200961484	-2.14037476938586	-20.3019172377039	-0.00300006126053631
0.0264183101599272	0.0114928907209024	0.577331639494922	0.796066205053785	-2.14037476791885	-20.3021605022756	-0.0032451068982482
0.0266527219918503	0.0116062115543618	0.577890319815597	0.796066209140537	-2.14037476646378	-20.3024302537278	-0.00351548148319125
0.0267578830461171	0.0117865431153423	0.578589427902845	0.796066213231159	-2.14037476499287	-20.3027153078825	-0.00379813835024834
0.0268221429279974	0.0119621956858038	0.579353419551638	0.796066217325712	-2.14037476352388	-20.3030070687653	-0.00408672401681542
0.0269899268972744	0.0121010943972808	0.580018734909146	0.796066221422592	-2.1403747620725	-20.3032938764104	-0.00436964025720954
0.0271913038159281	0.0122651090011687	0.580740936749968	0.796066225525441	-2.1403747606252	-20.3035953647418	-0.00466479640454054
0.0272973669771281	0.0123749884369636	0.581368258462811	0.796066229617937	-2.14037475917746	-20.3039307780746	-0.00499298982322216
0.0273582226824841	0.0125486557816227	0.582190037163076	0.796066233720164	-2.14037475772359	-20.3042520994235	-0.00530430907383561
0.0275287429316357	0.0126886977534405	0.582947635314692	0.796066237822084	-2.1403747562919	-20.3045848952127	-0.00562707567587495
0.0276907085628878	0.0127585789913673	0.583568943738344	0.796066241919103	-2.1403747548658	-20.3049299338204	-0.00595963420346379
0.0277785153365285	0.0129059348355494	0.584356801197177	0.796066246019214	-2.14037475343223	-20.3052879682204	-0.00630228407680988
0.02786491866164	0.0130051035861711	0.585098052449781	0.796066250119322	-2.14037475201266	-20.3056453807424	-0.00664421357214451
0.0280741344164629	0.0130859502745173	0.585793219900801	0.796066254224547	-2.14037475060558	-20.3059919756427	-0.00697277300059795
0.0282013818286061	0.0131665673571632	0.586536682592057	0.796066258327921	-2.14037474918842	-20.3063217215063	-0.00728282053023577
0.0282356090219106	0.0132471440788022	0.587293799548277	0.796066262424916	-2.14037474777054	-20.3066754273341	-0.00761496275663376
0.0283144285620753	0.0133254028135112	0.588055086484826	0.7960662665279	-2.14037474636599	-20.307005471854	-0.00792189594358206
0.0285605710491338	0.0133649989289105	0.588807930077266	0.796066270633216	-2.14037474497928	-20.3073129165533	-0.00820565316826105
0.0286685855161497	0.0133850795925845	0.589503334268021	0.796066274728524	-2.14037474357974	-20.3076254367579	-0.00849183835089207
0.0286386596417325	0.0134461295431958	0.590316648096462	0.796066278824014	-2.14037474217101	-20.3079326225805	-0.00877091940492392
0.0287451801954715	0.0134821561234716	0.591152295167974	0.796066282925803	-2.14037474078593	-20.3082162428857	-0.00902630109339952
0.0290086589327123	0.0134652061621751	0.591830287165499	0.79606628702922	-2.14037473942405	-20.3084803725175	-0.00926025491207838
0.0291530762295704	0.013460990867912	0.592547502230661	0.796066291127162	-2.14037473804704	-20.3087166312529	-0.00946405902504921
0.0291296790867234	0.0134499827071184	0.593375465202582	0.796066295217706	-2.14037473665532	-20.3089555291283	-0.00967059563845396
0.0291860250826342	0.0134263488234547	0.594153656004853	0.796066299316514	-2.14037473527928	-20.3091619528754	-0.00984337273985147
0.029490572039177	0.0133957468109473	0.594979407739582	0.79606630342308	-2.14037473393336	-20.3093325265055	-0.00998045597225428
0.0296581212930186	0.0133057354034044	0.595593260658518	0.796066307516134	-2.14037473257877	-20.309477763731	-0.0100894784554839
0.0296281447661449	0.0132544973033199	0.596423505227418	0.796066311605079	-2.14037473119569	-20.3096124341381	-0.0101879704743624
0.0296494712415829	0.0132375656545121	0.597367305769231	0.796066315700577	-2.14037472982385	-20.309719500924	-0.0102588273584843
0.0298706054952506	0.013109771489326	0.598031585644745	0.796066319794988	-2.140374728489	-20.3097928471626	-0.0102961771190166
0.0301124605085661	0.0130130340169082	0.598759524059191	0.796066323891182	-2.14037472714974	-20.3098219162075	-0.0102877821773291
0.0301807420404679	0.012912235665096	0.599549047481953	0.79606632797659	-2.1403747257901	-20.3098485337095	-0.010277695953846
0.0301744592963531	0.0128181111262949	0.600339025639281	0.79606633206574	-2.14037472443035	-20.3098361431832	-0.0102281160652637
0.0304136047946496	0.0127246733852029	0.601180171159765	0.796066336166457	-2.14037472309365	-20.3097841396476	-0.0101397866383195
0.0306138032076005	0.0125569534516118	0.601850454283467	0.796066340260763	-2.14037472176116	-20.3096967837613	-0.0100160967558622
0.0307090477345564	0.0124187506044288	0.602646927922948	0.796066344352203	-2.14037472040947	-20.3095988948721	-0.00988237839192152
0.0307363164620526	0.0122949921368443	0.603521593718566	0.796066348442231	-2.1403747190541	-20.3094730201224	-0.00972134992480278
0.0308599681293874	0.0120924596230413	0.604223029974289	0.796066352529358	-2.14037471771549	-20.3093219206782	-0.00953691266477108
0.0310314881768108	0.011953114982474	0.60506002894761	0.796066356624844	-2.14037471637866	-20.3091350679452	-0.00931591168045998
0.0311360050111622	0.0117450491072437	0.605775280576857	0.796066360711846	-2.14037471503203	-20.3089420017163	-0.00908774696290493
0.0312057178310371	0.0115497490975069	0.606502116728503	0.79606636480543	-2.14037471367642	-20.3087114230967	-0.00882211234420538
0.0313587818881279	0.0113945958752221	0.607390300244501	0.796066368904462	-2.14037471231884	-20.3084537473304	-0.00853159464895725
0.0314390549580746	0.0111633345738369	0.608096546630658	0.796066372998638	-2.14037471096096	-20.3081712152149	-0.00821673311293125
0.0315557462878588	0.0109432432662162	0.608899764847617	0.796066377095816	-2.14037470960519	-20.3078815201059	-0.00789832603186369
0.0316983914008131	0.0107256181721196	0.609649335439269	0.796066381193715	-2.14037470825293	-20.3075812703696	-0.00756981736049056
0.0317931623038159	0.0104812663218255	0.610378447299086	0.796066385286084	-2.14037470689114	-20.3072633196628	-0.00722455186769366
0.0317942581534827	0.0102689484916941	0.61121615067936	0.796066389380067	-2.14037470551424	-20.3069385953163	-0.00687409983947873
0.0318263877692532	0.0100183824344481	0.611995560394251	0.796066393473657	-2.14037470414447	-20.3066058482853	-0.00651910249143839
0.0319553100056727	0.00978611072223096	0.612728154903815	0.796066397576599	-2.14037470278599	-20.3062569196958	-0.00614857906475663
